msme_id,archetype,true_health,gst_turnover_lakhs_avg,gst_turnover_growth_yoy_pct,gst_filing_delay_days_avg,gst_filing_consistency_pct,upi_aa_avg_monthly_inflow_lakhs,upi_aa_avg_monthly_outflow_lakhs,cash_flow_volatility_cv,bounce_rate_pct,avg_bank_balance_runway_days,epfo_employee_count,epfo_employee_growth_yoy_pct,epfo_pf_compliance_score,epfo_avg_wage_growth_yoy_pct,defaulted_12m,net_margin_pct,revenue_stability_score,cash_flow_health_score,compliance_score,growth_momentum_score,repayment_capacity_score,composite_rule_score
MSME00137,declining,41.2,78.9,9.4,20.4,55.4,75.0,63.2,0.38,5.3,55.0,65,-15.7,60.7,3.0,1,15.7,32.4,64.8,43.4,31.5,52.0,46.5
MSME00138,credit_invisible_viable,64.6,297.0,-7.4,29.5,54.8,188.3,156.5,0.6,5.5,107.0,125,2.0,84.5,-6.7,0,16.9,38.7,57.8,44.9,29.9,75.2,50.7
MSME00139,stable_growth,83.5,348.7,15.2,26.6,88.0,211.3,133.3,0.52,12.3,81.0,139,34.1,79.4,10.6,0,36.9,58.0,68.8,64.6,71.8,80.8,68.6
MSME00140,declining,23.6,164.1,6.1,26.7,81.6,143.2,111.1,0.61,6.5,27.0,69,3.8,61.7,3.0,1,22.4,37.1,60.5,54.1,43.5,45.6,49.0
MSME00141,declining,35.1,325.0,15.4,7.9,81.2,245.3,250.4,0.28,10.9,83.0,122,10.3,39.8,12.3,1,-2.1,56.2,49.4,60.3,59.4,49.1,54.4
MSME00142,high_risk_ntc,69.0,80.0,30.9,24.2,58.0,197.4,187.5,0.35,7.9,87.0,147,-19.8,50.2,-3.6,0,5.0,46.9,55.3,38.0,20.6,56.8,45.3
MSME00143,declining,37.2,252.3,-12.2,30.4,74.1,159.8,116.6,0.38,21.1,72.0,105,32.3,79.5,15.0,1,27.0,32.0,57.5,53.5,76.3,68.6,56.6
MSME00144,declining,49.3,387.6,30.7,25.6,85.3,86.5,82.7,0.64,16.3,89.0,88,-17.1,61.4,13.8,0,4.4,71.4,36.2,57.0,44.6,57.1,52.8
MSME00145,seasonal,61.1,174.4,4.6,29.3,68.5,91.8,71.3,0.65,8.2,52.0,93,34.4,54.5,17.7,0,22.3,36.9,57.3,41.8,81.1,56.2,53.5
MSME00146,seasonal,67.0,263.9,33.8,9.3,77.2,253.6,207.4,0.62,16.3,68.0,55,29.4,57.1,9.1,0,18.2,63.6,47.2,63.4,67.0,59.6,59.2
MSME00147,declining,34.4,138.3,7.8,39.9,47.3,74.9,70.1,0.38,11.1,48.0,55,10.3,43.4,13.6,1,6.4,36.2,52.1,17.0,61.1,41.2,41.1
MSME00148,seasonal,58.0,187.2,-6.4,12.2,76.0,100.4,93.8,0.11,16.2,35.0,79,-8.5,51.8,-2.3,0,6.6,30.6,56.6,58.5,29.2,35.8,43.5
MSME00149,stable_growth,68.8,274.5,17.3,25.6,64.1,178.6,138.6,0.16,4.4,66.0,66,15.5,47.3,15.1,0,22.4,53.4,78.5,39.4,66.2,62.2,60.6
MSME00150,credit_invisible_viable,72.3,421.6,31.4,5.8,80.0,181.1,171.1,0.66,14.5,100.0,137,4.6,45.4,4.0,0,5.5,74.6,38.1,63.4,45.3,62.7,56.5
MSME00151,high_risk_ntc,17.2,332.9,12.2,20.8,46.9,56.7,54.7,0.51,15.3,49.0,128,-7.4,43.4,-5.8,1,3.5,54.7,41.1,31.6,25.3,39.2,39.2
MSME00152,stable_growth,80.3,307.2,25.7,30.1,85.7,180.9,147.3,0.25,4.4,46.0,83,12.2,63.4,2.2,0,18.6,61.7,72.5,54.5,47.6,50.6,58.6
MSME00153,declining,45.9,403.4,39.9,20.9,80.4,215.7,156.3,0.75,12.0,26.0,110,-28.2,75.8,7.0,1,27.5,78.9,53.9,63.3,29.1,49.4,56.2
MSME00154,stable_growth,77.9,334.6,42.6,24.4,70.7,146.1,147.8,0.62,9.7,106.0,76,33.6,76.2,4.2,0,-1.2,75.1,39.3,55.0,63.3,59.6,57.3
MSME00155,credit_invisible_viable,65.1,427.3,16.8,21.4,62.0,91.7,77.2,0.43,8.0,68.0,99,9.5,70.8,12.3,0,15.8,65.4,60.5,50.2,58.9,57.6,58.6
MSME00156,seasonal,65.4,287.6,35.1,18.1,52.3,226.8,198.4,0.37,13.0,54.0,82,1.5,54.4,-3.5,0,12.5,66.3,55.1,41.0,33.7,48.9,50.1
MSME00157,credit_invisible_viable,64.9,307.6,49.0,31.8,72.2,203.4,122.3,0.4,7.6,63.0,138,-0.2,64.5,-5.0,0,39.9,77.2,79.9,45.7,30.7,75.6,64.3
MSME00158,credit_invisible_viable,77.4,361.0,51.4,14.4,72.9,156.7,100.9,0.43,11.5,41.0,91,22.3,76.9,19.4,0,35.6,83.1,71.8,64.3,75.9,62.6,71.3
MSME00159,credit_invisible_viable,49.7,463.4,-7.0,8.0,53.4,63.6,62.6,0.74,14.7,93.0,143,-12.2,71.5,14.5,0,1.6,52.4,32.1,55.9,48.5,56.4,48.2
MSME00160,stable_growth,72.3,386.2,7.1,10.9,82.6,140.7,111.6,0.48,8.9,65.0,107,-25.0,68.1,1.8,0,20.7,55.6,61.4,69.4,24.4,60.4,56.1
MSME00161,high_risk_ntc,0.1,74.9,21.5,36.6,50.4,73.3,52.9,0.74,17.5,67.0,41,-6.7,56.1,1.6,1,27.8,40.2,49.0,26.1,35.2,67.2,44.2
MSME00162,stable_growth,63.0,374.5,0.8,23.4,62.0,233.9,216.4,0.65,11.3,70.0,57,20.1,65.8,16.5,0,7.5,50.4,43.1,46.8,70.8,51.6,51.2
MSME00163,stable_growth,85.9,320.4,5.5,5.0,76.2,144.8,94.4,0.19,9.9,106.0,139,15.3,84.8,14.9,0,34.8,49.2,81.2,76.5,65.8,89.6,73.2
MSME00164,declining,44.0,185.7,3.1,16.9,80.2,135.3,137.4,0.63,21.4,64.0,135,-18.1,49.4,8.0,1,-1.6,36.8,27.0,56.3,36.5,41.4,39.1
MSME00165,seasonal,51.4,341.3,23.7,16.7,77.6,193.6,156.5,0.41,16.8,83.0,114,7.3,34.8,15.9,0,19.2,63.1,54.9,49.5,62.2,66.8,58.9
MSME00166,credit_invisible_viable,53.0,263.0,14.3,18.3,69.5,39.1,33.0,0.12,16.8,81.0,178,-20.0,65.8,2.1,1,15.6,50.5,62.4,55.1,27.8,63.0,53.5
MSME00167,credit_invisible_viable,38.4,244.0,-2.0,12.5,73.2,194.5,195.6,0.17,23.5,70.0,151,-18.0,66.9,6.3,0,-0.6,38.1,41.8,62.2,34.4,44.8,44.6
MSME00168,seasonal,53.5,262.8,3.7,15.8,58.0,86.8,60.3,0.28,14.5,72.0,89,-8.3,70.9,7.8,0,30.5,43.4,70.3,52.3,42.3,71.6,57.4
MSME00169,high_risk_ntc,66.3,330.4,8.5,12.5,76.2,196.5,128.1,0.52,12.5,65.0,99,26.6,73.7,7.3,0,34.8,52.0,67.0,66.5,62.9,72.2,64.3
MSME00170,seasonal,65.2,335.3,4.9,26.5,77.1,190.0,142.4,0.45,13.7,106.0,133,3.9,60.9,6.2,0,25.1,50.0,61.0,51.3,47.7,81.6,59.0
MSME00171,declining,29.4,59.1,44.4,33.9,57.7,183.8,182.2,0.58,10.6,30.0,51,-11.5,39.6,5.6,1,0.9,54.2,41.3,26.3,37.5,29.0,37.8
MSME00172,seasonal,65.6,356.8,27.5,17.7,80.4,207.5,129.1,0.75,8.1,71.0,158,39.5,75.3,9.7,0,37.8,66.8,65.5,65.5,73.9,77.2,69.4
MSME00173,high_risk_ntc,6.6,71.0,12.7,28.3,49.5,16.0,11.7,0.38,16.4,38.0,83,-5.3,48.4,-4.1,1,26.9,34.0,62.2,29.2,28.8,54.0,43.3
MSME00174,stable_growth,72.6,177.2,15.6,18.8,83.3,138.7,120.3,0.39,12.3,84.0,129,20.3,60.6,16.0,0,13.3,44.5,55.7,60.9,70.3,62.4,58.0
MSME00175,stable_growth,75.8,320.4,22.9,10.2,84.6,199.7,133.8,0.45,8.0,66.0,148,8.0,85.3,2.8,0,33.0,60.8,72.6,77.5,45.8,71.0,66.9
MSME00176,seasonal,59.0,285.9,5.3,10.6,46.4,153.1,113.7,0.31,11.8,74.0,170,-3.3,49.5,6.8,0,25.7,46.3,68.3,41.6,44.0,68.4,54.9
MSME00177,high_risk_ntc,41.9,161.8,-22.9,15.4,80.8,166.9,104.1,0.51,18.6,53.0,102,-30.2,47.1,4.1,1,37.6,17.6,63.4,57.0,24.1,69.4,48.3
MSME00178,high_risk_ntc,35.2,289.2,-13.4,19.7,43.5,175.2,136.3,0.24,18.5,22.0,84,18.1,79.1,8.6,0,22.2,34.1,61.4,43.9,59.4,43.2,48.5
MSME00179,credit_invisible_viable,74.7,192.2,-7.1,8.2,71.5,222.6,165.9,0.65,8.2,76.0,171,22.9,82.4,-4.3,0,25.5,30.5,59.7,70.4,45.8,69.1,55.8
MSME00180,high_risk_ntc,19.7,130.8,-23.5,30.5,71.4,90.8,92.9,0.45,13.7,23.0,120,-10.3,42.1,11.0,1,-2.3,14.7,40.4,37.9,45.2,23.3,32.1
MSME00181,high_risk_ntc,43.5,175.7,-8.6,30.7,63.9,47.7,35.3,0.8,18.6,22.0,81,-0.4,61.9,1.4,0,26.0,28.2,44.5,40.8,38.9,46.4,40.0
MSME00182,declining,51.3,250.2,38.7,8.9,54.5,124.5,127.3,0.46,16.1,66.0,102,19.7,63.1,16.7,0,-2.2,65.7,37.8,52.7,70.8,41.8,52.1
MSME00183,seasonal,48.4,273.8,13.4,23.1,57.2,173.6,127.8,0.67,5.6,73.0,108,-22.5,27.1,3.5,0,26.4,50.8,62.3,29.8,28.0,68.6,49.6
MSME00184,credit_invisible_viable,59.1,179.9,40.7,18.4,84.3,99.6,70.2,0.43,9.6,80.0,124,-3.1,49.2,8.2,1,29.5,61.4,69.1,57.5,46.0,74.2,62.8
MSME00185,credit_invisible_viable,81.4,396.0,35.5,18.8,58.8,231.7,216.6,0.36,8.7,91.0,65,-5.0,72.5,21.6,0,6.5,75.3,55.2,51.0,62.0,59.7,60.3
MSME00186,seasonal,57.7,280.2,32.7,20.6,84.9,215.3,178.6,0.34,15.2,24.0,44,36.3,57.4,6.2,0,17.0,64.2,57.3,59.2,67.5,39.8,57.1
MSME00187,stable_growth,86.2,173.5,13.7,5.4,81.7,213.8,139.0,0.38,11.6,48.0,89,32.7,78.5,19.4,0,35.0,42.9,73.0,77.1,82.2,65.1,67.6
MSME00188,credit_invisible_viable,63.6,113.7,30.6,9.2,60.9,29.2,22.2,0.49,11.9,106.0,68,-26.4,82.1,9.5,0,24.0,49.3,60.5,63.3,33.4,80.6,58.8
MSME00189,seasonal,77.5,329.1,38.9,16.7,72.9,116.5,107.5,0.25,11.3,51.0,93,-13.2,66.6,14.0,0,7.7,72.2,57.4,58.7,47.3,43.6,56.3
MSME00190,high_risk_ntc,32.0,177.4,-3.2,35.0,53.4,229.6,239.6,0.51,15.5,66.0,115,-4.8,37.4,5.9,1,-4.4,32.0,35.0,22.1,41.9,39.9,33.8
MSME00191,stable_growth,77.1,319.7,36.3,3.5,87.6,160.9,103.8,0.28,5.8,60.0,114,6.5,76.3,16.7,0,35.5,69.7,82.7,81.1,62.8,70.6,74.4
MSME00192,stable_growth,87.5,353.8,39.8,17.5,88.9,91.7,64.5,0.75,6.2,84.0,137,-6.2,70.8,6.5,0,29.7,74.8,61.3,69.0,41.9,76.0,65.6
MSME00193,credit_invisible_viable,64.4,315.0,10.8,30.5,55.8,238.3,188.5,0.41,10.5,54.0,59,39.2,63.7,1.5,1,20.9,52.3,62.5,36.9,63.2,55.9,54.1
MSME00194,stable_growth,67.5,382.7,1.4,17.2,71.4,179.7,116.8,0.69,9.8,85.0,93,18.0,62.8,4.4,0,35.0,51.5,63.9,56.0,53.9,80.9,61.7
MSME00195,stable_growth,71.4,204.9,1.9,23.0,67.4,240.6,180.2,0.37,2.9,77.0,142,22.3,93.0,10.9,0,25.1,37.5,74.7,60.5,64.9,69.2,61.9
MSME00196,declining,39.5,118.3,12.0,18.1,81.2,150.6,129.5,0.56,12.1,45.0,119,-12.2,28.7,4.4,0,14.0,37.4,50.4,48.2,35.5,46.3,44.3
MSME00197,high_risk_ntc,6.5,65.8,2.2,30.7,46.4,108.8,115.6,0.37,18.7,20.0,42,1.9,37.4,8.0,1,-6.2,26.6,35.4,21.4,48.8,18.8,29.5
MSME00198,stable_growth,80.1,361.5,13.1,5.3,92.9,217.5,194.9,0.3,7.0,85.0,131,9.5,72.7,19.3,0,10.4,57.6,62.0,81.5,67.9,60.4,65.6
MSME00199,seasonal,53.5,373.8,17.1,4.9,70.9,198.1,152.1,0.5,10.7,35.0,178,0.8,48.8,0.4,0,23.2,61.3,60.8,60.0,38.3,49.7,55.1
MSME00200,credit_invisible_viable,79.5,295.6,37.2,25.0,66.7,278.4,196.3,0.67,10.5,88.0,123,27.1,84.2,5.1,0,29.5,68.4,59.8,55.2,60.4,77.6,64.2
MSME00201,high_risk_ntc,0.0,21.5,4.7,24.2,48.9,129.0,134.0,0.67,14.6,94.0,39,-32.2,51.7,-6.0,1,-3.9,24.7,30.6,33.2,9.9,52.3,31.2
MSME00202,declining,27.1,66.1,33.7,23.2,54.0,42.6,34.8,0.76,8.0,81.0,75,26.1,49.4,19.0,0,18.3,47.6,50.7,36.1,77.7,65.2,54.1
MSME00203,stable_growth,61.5,203.0,41.3,8.7,59.3,195.8,170.4,0.56,9.1,85.0,114,13.2,60.5,11.3,0,13.0,63.7,52.6,54.7,59.9,62.6,58.3
MSME00204,stable_growth,68.4,250.4,4.0,7.6,77.6,238.8,180.1,0.7,13.6,70.0,108,33.2,66.2,13.4,0,24.6,42.6,51.9,68.4,74.8,65.8,59.6
MSME00205,stable_growth,77.0,290.6,49.2,15.0,65.0,249.7,157.5,0.37,16.7,31.0,120,-5.5,69.9,0.3,0,36.9,76.0,69.7,56.7,34.3,59.4,61.0
MSME00206,stable_growth,73.6,323.1,15.3,11.2,54.1,162.6,103.9,0.78,12.9,43.0,57,-3.9,68.9,10.4,0,36.1,56.0,58.4,52.8,48.3,63.8,56.4
MSME00207,credit_invisible_viable,65.5,266.1,39.4,22.7,71.0,236.6,229.0,0.33,4.4,97.0,70,-11.3,63.7,13.3,0,3.2,67.5,58.1,51.8,47.5,59.5,57.4
MSME00208,stable_growth,73.7,402.2,26.7,21.6,57.7,235.8,171.9,0.27,8.0,55.0,113,19.1,74.0,8.3,0,27.1,70.0,74.6,48.8,59.7,61.4,63.6
MSME00209,declining,37.0,150.9,1.6,28.4,57.2,259.8,272.2,0.3,15.7,38.0,83,1.1,66.8,14.3,1,-4.8,33.0,41.9,40.5,56.4,27.6,39.2
MSME00210,credit_invisible_viable,57.9,190.0,-12.3,23.0,62.1,117.3,85.6,0.8,12.2,62.0,81,-1.1,43.9,21.7,0,27.0,26.9,51.6,39.0,64.5,64.4,48.6
MSME00211,declining,42.1,274.9,8.1,37.0,57.5,107.1,95.4,0.65,16.3,33.0,86,-16.6,40.7,-0.6,0,10.9,47.3,40.7,24.2,26.4,38.6,36.2
MSME00212,stable_growth,80.3,189.9,-1.0,8.0,94.7,180.8,185.9,0.32,4.7,48.0,127,-7.8,44.9,2.9,0,-2.8,34.4,53.7,70.0,36.3,33.6,46.5
MSME00213,credit_invisible_viable,71.9,349.4,40.3,17.2,78.3,155.8,98.7,0.64,9.6,73.0,153,12.8,81.5,3.1,0,36.6,74.8,67.0,67.0,49.1,77.0,67.9
MSME00214,credit_invisible_viable,73.6,328.9,47.1,28.1,80.9,133.8,76.3,0.53,11.1,53.0,115,5.2,73.9,20.2,1,43.0,77.7,72.0,57.2,66.4,71.4,69.2
MSME00215,credit_invisible_viable,71.0,298.4,8.9,29.8,57.1,41.8,39.0,0.74,13.5,55.0,134,-0.3,76.6,17.3,0,6.7,49.7,37.2,43.0,59.4,44.4,45.6
MSME00216,stable_growth,91.3,453.0,37.3,5.1,76.9,190.3,117.0,0.14,4.1,66.0,109,40.4,54.3,11.4,0,38.5,81.1,91.6,65.4,76.6,75.6,78.8
MSME00217,stable_growth,74.3,261.6,11.8,14.4,80.8,210.0,156.4,0.34,7.4,87.0,143,13.1,90.7,10.7,0,25.5,48.7,71.5,74.1,59.0,73.8,66.0
MSME00218,high_risk_ntc,25.4,371.6,-6.4,37.9,51.8,84.2,69.3,0.47,4.3,42.0,98,20.0,40.7,-1.3,1,17.7,45.4,64.1,20.2,47.9,48.0,45.9
MSME00219,seasonal,51.0,231.4,29.9,27.2,80.7,251.3,216.0,0.17,9.3,58.0,139,-5.1,63.2,14.5,0,14.0,58.4,67.0,53.8,52.8,51.8,57.5
MSME00220,seasonal,47.6,128.3,13.2,24.9,55.9,147.4,103.9,0.67,10.3,75.0,130,8.9,72.8,4.1,0,29.5,39.0,60.0,44.7,48.0,72.0,53.3
MSME00221,declining,22.6,178.2,35.0,26.5,57.5,185.3,164.6,0.52,11.5,43.0,105,-6.9,35.5,2.2,1,11.2,57.5,50.3,30.4,35.9,43.1,44.2
MSME00222,credit_invisible_viable,59.1,173.7,9.7,16.8,66.3,181.4,155.7,0.59,12.0,60.0,103,-21.5,54.9,13.4,0,14.2,40.3,49.6,50.4,41.4,52.8,47.3
MSME00223,high_risk_ntc,28.9,125.7,24.8,29.8,64.5,167.4,126.0,0.84,15.3,61.0,95,23.9,53.8,3.5,0,24.7,46.5,45.4,38.8,56.4,62.0,49.3
MSME00224,seasonal,64.0,329.6,23.1,17.0,67.4,190.0,131.0,0.36,2.6,85.0,154,8.0,94.9,7.3,0,31.1,61.7,79.8,65.8,51.5,77.6,68.7
MSME00225,high_risk_ntc,30.8,248.9,21.8,26.4,60.2,202.1,169.5,0.46,16.3,47.0,58,12.1,56.6,5.2,1,16.1,54.4,51.3,40.0,51.4,48.9,49.2
MSME00226,stable_growth,68.9,245.4,14.8,19.0,73.9,184.4,112.1,0.43,5.8,74.0,87,-2.4,88.2,15.7,0,39.2,49.4,80.2,65.6,56.0,79.7,67.4
MSME00227,declining,44.0,328.7,11.3,17.3,59.5,171.5,134.7,0.67,15.8,39.0,104,-0.7,76.5,18.4,0,21.5,53.8,48.5,54.1,60.5,50.0,52.8
MSME00228,credit_invisible_viable,75.4,411.8,24.1,22.0,83.8,211.4,160.7,0.29,4.1,55.0,138,-2.1,76.3,14.9,0,24.0,69.0,75.4,64.6,55.2,58.8,65.6
MSME00229,stable_growth,73.7,424.3,9.4,39.9,80.9,171.4,119.8,0.29,9.2,92.0,82,34.0,54.0,16.2,0,30.1,60.2,74.9,40.6,78.9,79.8,66.7
MSME00230,stable_growth,69.8,355.9,35.2,5.7,76.0,205.6,149.2,0.61,8.3,83.0,113,18.8,83.1,8.3,0,27.4,71.9,62.5,75.2,59.4,73.7,68.7
MSME00231,seasonal,66.6,408.3,33.9,21.9,70.8,271.0,208.4,0.49,11.5,82.0,109,18.6,43.3,3.8,0,23.1,75.2,60.3,44.6,53.5,69.6,61.0
MSME00232,high_risk_ntc,32.8,65.8,18.8,19.0,73.4,106.7,84.2,0.19,15.6,59.0,19,24.1,77.8,10.7,1,21.1,37.6,65.3,61.4,65.8,58.2,57.6
MSME00233,declining,20.5,139.7,31.0,33.7,57.4,128.4,128.2,0.34,15.6,46.0,68,16.1,50.6,5.3,1,0.2,51.8,44.3,30.4,53.9,35.2,42.6
MSME00234,high_risk_ntc,29.0,117.4,32.8,27.6,59.3,193.2,202.2,0.77,8.2,67.0,77,11.8,25.2,-4.3,0,-4.7,51.2,32.9,26.8,39.0,40.1,37.7
MSME00235,credit_invisible_viable,70.6,322.4,17.0,25.3,78.4,241.1,168.6,0.48,3.9,93.0,110,-14.0,63.4,7.3,0,30.1,57.0,73.5,54.0,38.1,80.2,62.3
MSME00236,declining,26.0,132.7,11.5,36.8,81.2,112.6,108.3,0.41,13.2,70.0,143,-16.7,60.4,3.9,1,3.8,38.1,46.9,45.6,32.1,48.5,43.0
MSME00237,credit_invisible_viable,69.9,293.5,11.8,19.9,61.3,53.2,38.8,0.38,9.5,71.0,63,-6.8,64.8,5.8,0,27.1,51.2,69.2,48.8,40.6,68.3,57.0
MSME00238,stable_growth,63.4,430.9,21.4,30.2,83.1,202.5,168.7,0.43,7.7,98.0,74,23.8,76.7,19.0,0,16.7,68.7,61.4,57.9,76.3,71.2,66.4
MSME00239,stable_growth,85.7,337.0,19.4,2.7,60.5,77.5,71.8,0.5,10.3,86.0,29,22.0,61.5,15.2,0,7.4,59.9,49.4,60.4,70.3,58.3,58.6
MSME00240,credit_invisible_viable,80.5,372.1,49.4,30.7,82.7,261.0,208.2,0.18,6.9,92.0,103,-10.0,51.7,19.7,0,20.2,82.6,73.7,47.9,56.5,71.6,67.3
MSME00241,credit_invisible_viable,65.5,274.0,28.6,22.7,90.2,185.8,109.4,0.28,6.0,77.0,95,7.5,65.6,11.5,1,41.1,60.9,85.9,63.8,56.7,81.6,71.2
MSME00242,stable_growth,77.9,338.1,23.2,26.7,84.6,243.1,194.1,0.43,7.3,83.0,99,-12.7,72.4,11.5,0,20.2,62.5,64.4,59.9,44.3,67.7,60.8
MSME00243,declining,10.9,142.5,20.6,19.4,58.6,50.7,53.8,0.59,18.8,26.0,120,-11.2,39.2,-3.2,1,-6.1,45.0,27.6,38.0,26.3,21.4,31.7
MSME00244,credit_invisible_viable,56.4,313.5,-16.7,13.5,65.6,72.6,56.1,0.56,13.2,82.0,142,-21.7,81.0,8.4,0,22.7,33.9,55.8,62.3,34.8,69.4,52.3
MSME00245,high_risk_ntc,25.6,293.7,-21.3,29.2,61.8,126.8,128.9,0.33,22.2,106.0,85,5.7,37.9,4.6,1,-1.7,29.3,36.7,31.7,46.7,59.2,40.2
MSME00246,credit_invisible_viable,57.3,408.6,32.8,20.7,69.6,160.4,113.8,0.52,8.2,56.0,89,15.4,68.3,-1.8,0,29.1,74.5,67.0,54.3,44.4,63.6,61.9
MSME00247,seasonal,68.6,334.0,24.4,21.1,67.3,150.4,90.8,0.62,9.4,74.0,155,39.6,69.1,5.4,0,39.6,62.9,70.2,52.9,68.4,80.0,67.0
MSME00248,seasonal,84.0,392.2,33.9,25.4,78.5,208.4,153.5,0.45,9.6,70.0,126,31.7,49.2,9.0,0,26.3,74.0,66.0,48.7,68.3,67.2,64.7
MSME00249,seasonal,45.9,134.0,-9.7,8.6,70.9,270.7,169.1,0.52,13.0,47.0,62,-5.0,38.6,10.4,1,37.5,24.2,68.5,53.3,47.6,66.7,53.1
MSME00250,credit_invisible_viable,59.6,271.0,18.9,29.6,64.3,214.1,162.9,0.42,8.7,99.0,40,24.1,64.4,12.3,0,23.9,54.2,66.2,42.8,67.8,77.6,61.6
MSME00251,high_risk_ntc,33.5,295.0,42.3,26.3,55.7,188.1,193.0,0.37,7.5,37.0,68,-24.2,82.8,1.0,1,-2.6,71.7,49.3,47.3,23.8,29.0,45.5
MSME00252,declining,51.1,336.9,30.9,20.3,55.4,202.7,122.1,0.46,9.8,50.0,134,-12.9,70.0,11.4,0,39.8,67.5,75.6,47.0,44.1,70.0,62.4
MSME00253,stable_growth,65.2,316.0,25.0,7.7,79.8,248.5,155.9,0.66,5.7,33.0,182,17.5,39.9,7.9,0,37.3,61.9,70.7,59.7,58.1,60.6,62.8
MSME00254,stable_growth,77.0,398.0,18.6,21.3,84.8,182.5,114.1,0.36,2.9,58.0,124,-22.8,29.5,-6.8,0,37.5,64.2,84.3,48.2,14.6,71.4,60.0
MSME00255,credit_invisible_viable,86.2,390.1,23.5,2.5,84.5,86.2,60.7,0.22,4.5,40.0,94,18.5,84.3,8.0,0,29.6,66.8,81.7,83.1,58.9,57.2,70.7
MSME00256,credit_invisible_viable,51.5,365.7,-17.4,28.3,81.5,141.2,108.6,0.38,7.4,78.0,52,-13.7,59.0,15.8,0,23.1,37.6,68.3,51.8,49.2,67.9,55.9
MSME00257,stable_growth,64.8,321.9,26.4,7.6,76.3,219.7,211.9,0.46,13.2,113.0,136,12.9,82.6,-2.9,0,3.6,63.3,45.0,73.7,41.5,66.6,58.2
MSME00258,stable_growth,71.6,280.0,38.6,18.2,81.8,125.7,111.7,0.33,12.3,65.0,45,-7.6,54.8,11.0,0,11.1,68.0,56.1,58.3,46.8,52.4,56.8
MSME00259,declining,29.8,224.2,-16.9,25.9,66.4,107.5,102.5,0.63,11.0,19.0,109,5.3,57.0,16.9,1,4.7,26.6,42.1,44.1,62.3,27.4,39.5
MSME00260,stable_growth,81.5,86.5,16.3,26.8,79.9,159.1,118.5,0.47,6.9,97.0,156,17.8,84.2,5.1,0,25.5,37.6,67.4,61.5,54.7,78.0,60.5
MSME00261,credit_invisible_viable,70.4,345.2,2.0,16.3,71.0,254.0,206.8,0.58,3.0,55.0,135,35.1,61.5,10.0,0,18.6,48.9,62.2,56.0,71.6,54.4,58.2
MSME00262,seasonal,38.7,21.7,-6.9,18.3,89.1,178.4,132.4,0.74,11.7,86.0,82,0.6,48.3,-3.0,1,25.8,17.0,53.3,60.0,33.8,73.6,48.5
MSME00263,stable_growth,79.1,169.5,28.7,11.9,75.0,230.0,195.7,0.57,10.2,71.0,146,1.4,72.8,20.6,0,14.9,52.6,52.6,66.0,64.6,58.2,58.2
MSME00264,high_risk_ntc,21.3,210.7,-22.4,37.9,53.7,142.2,108.4,0.39,19.8,32.0,86,-10.9,56.5,3.4,1,23.8,21.8,56.0,27.2,35.0,48.9,38.8
MSME00265,stable_growth,85.2,387.1,39.7,19.8,86.0,203.6,168.6,0.22,4.9,77.0,93,-7.4,74.5,12.1,0,17.2,77.4,72.0,66.9,48.3,62.6,66.6
MSME00266,seasonal,52.5,149.0,30.2,18.2,73.9,166.8,162.2,0.45,17.2,81.0,170,14.0,76.3,17.5,0,2.8,51.9,40.8,61.8,68.4,52.4,53.7
MSME00267,stable_growth,69.9,239.6,19.1,15.9,60.6,110.3,87.1,0.33,3.9,67.0,100,23.7,61.0,14.9,0,21.0,51.8,72.0,50.0,70.9,61.5,61.3
MSME00268,stable_growth,79.3,429.4,-14.4,5.6,89.9,71.2,50.6,0.2,3.9,66.0,153,44.5,50.9,4.0,0,28.9,44.7,82.5,71.4,69.6,67.6,67.8
MSME00269,stable_growth,81.1,295.3,9.6,19.3,79.7,207.9,162.3,0.3,11.4,74.0,31,5.1,92.9,6.0,0,21.9,50.0,66.2,70.5,48.1,65.2,60.9
MSME00270,stable_growth,78.6,461.5,45.4,4.9,67.0,213.5,113.0,0.3,16.4,46.0,167,11.2,62.5,14.6,0,47.1,87.2,74.8,62.9,62.9,68.4,71.8
MSME00271,stable_growth,61.5,285.0,-20.8,27.2,86.4,234.1,194.3,0.31,13.2,78.0,165,-1.9,55.6,3.8,0,17.0,28.8,60.4,54.3,41.0,62.9,50.4
MSME00272,stable_growth,79.3,369.0,21.4,17.3,86.2,263.0,188.8,0.32,8.1,35.0,125,20.5,71.5,-4.0,0,28.2,63.7,73.5,67.8,44.7,53.8,62.1
MSME00273,declining,24.7,333.1,-14.0,41.8,49.9,204.3,183.7,0.74,6.0,37.0,106,2.4,50.2,4.0,1,10.1,37.3,47.2,19.6,43.9,39.7,37.7
MSME00274,credit_invisible_viable,70.4,322.8,37.6,9.2,92.3,122.0,104.7,0.44,2.7,90.0,140,12.1,62.5,-1.3,0,14.2,70.8,64.2,74.3,43.1,65.7,64.7
MSME00275,seasonal,42.9,138.7,-0.7,23.1,75.3,117.4,98.3,0.83,14.2,65.0,67,22.9,56.6,18.2,0,16.3,30.5,40.5,51.4,74.7,56.8,49.1
MSME00276,seasonal,65.4,285.7,29.3,35.0,75.3,203.4,130.1,0.46,8.5,84.0,136,-1.1,66.0,10.8,0,36.0,62.3,74.0,45.6,50.5,81.2,63.9
